"avrid","avpathid","avobsdate","avobstime","avobserverid","avtype","avtriggertyp","avtrigger","avrelativesize","avdestructivesize","avinterface","sz_vert","sz_horiz","sz_avgslope","sz_elev_m","sz_aspect","term_elev_m","av_vert_m","crown_width_m","ch_max_cm","ch_min_cm","ch_diff_cm","term_longpath","term_shortPath","term_detail","term_moist","deb_rail","deb_rail_w","deb_rail_d","deb_hwy","deb_hwy_w","deb_hwy_d","avcomment","edcr_user","edcr_time","edcr_ip","eded_user","eded_time","eded_ip"
"347","SHED09L","2019-03-18","12:36:00","clark_01","WL","5","NU","R2","D2","O","T","C","0","1646",,"1463","183","0","0","0","0","U","BP","U","W","0","0.0","0.0","0","0.0","0.0","Ran on 3/18 on looker's R low headwall. Debris terminated above rail","Adam","2019-03-21 15:29:20","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"348","SHED10","2019-03-19","09:20:00","clark_01","WL","5","NU","R2","D2","O","T","C","0","2073",,"1463","610","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Shed 10 Feeder. Ran 3/18 PM hours. Debris terminated above rail.","Adam","2019-03-21 15:35:06","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"349","PATH1163","2019-03-19","15:00:00","clark_01","WS","5","NU","R3","D2.5","O","T","C","0","2134",,"1400","734","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple wet loose point releases with some narrow wet slabs as well. Debris terminated above rail.","Adam","2019-03-22 14:34:22","139.51.15.17","Adam","2019-03-22 14:39:31","139.51.15.17"
"350","INFINITY","2019-03-19","09:21:00","clark_01","WS","5","N","R2","D2","O","T","C","0","1830",,"1370","460","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Small wet slabs w/ multiple wet loose. Debris terminated above rail.","Adam","2019-03-22 14:44:40","139.51.15.17","Adam","2019-03-22 14:51:57","139.51.15.17"
"351","SHED08","2019-03-19","09:23:00","clark_01","WL","5","NU","R1","D1.5","O","U","U","0","1646",,"1463","183","0","0","0","0","U","MP","U","W","0","0.0","0.0","0","0.0","0.0","Looker's R headwall. Debris stopped above rail.","Adam","2019-03-22 14:47:50","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"352","INFINITY","2019-03-19","15:00:00","clark_01","WS","5","NU","R2","D2.5","O","T","C","0","1830",,"1370","460","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Ran Tue, 3/19 afternoon. Some small slabs and several additional wet loose. Debris stopped above rail.","Adam","2019-03-22 14:51:23","139.51.15.17","Adam","2019-03-22 14:54:40","139.51.15.17"
"353","SHED10","2019-03-19","15:00:00","clark_01","WL","5","NU","R3","D2.5","O","T","C","0","2070",,"1460","610","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Shed 10 Feeder again. Ran 3/19 in afternoon.","Adam","2019-03-22 15:00:40","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"354","IBEAM","2019-03-20","10:00:00","clark_01","WL","5","NU","R2","D2.5","O","T","R","0","2195",,"1645","550","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Gouged to the ground. Ran 3/19 PM hours. ","Adam","2019-03-22 15:05:02","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"355","SHED11","2019-03-20","10:30:00","clark_01","WS","5","NL","R3","D3","O","T","R","0","1860",,"1430","430","0","0","0","0","MR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/19 PM hours. Debris stopped about 500 yards above rail.","Adam","2019-03-22 15:08:52","139.51.15.17","Adam","2019-03-22 15:08:48","139.51.15.17"
"356","SHED107","2019-03-20","10:30:00","clark_01","WL","5","NU","R3","D2.5","O","T","C","0","2075","N","1310","765","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/19 PM hours. Debris stopped approx. 100 m above Shed. Maybe some wet slabs in the path?","Adam","2019-03-22 15:16:48","139.51.15.17","Adam","2022-03-08 01:00:55","184.166.43.50"
"357","PATH1163","2019-03-20","13:00:00","clark_01","WS","5","NL","R2","D2.5","O","M","R","0","1770",,"1460","310","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran PM hours 3/20. Wet loose triggered wet slab on lower, looker's right headwall. Debris stopped above rail.","Adam","2019-03-22 15:25:13","139.51.15.17","Adam","2019-03-22 15:26:42","139.51.15.17"
"358","SHED10","2019-03-20","16:00:00","clark_01","WS","5","NL","R2","D3","O","M","R","0","1830",,"1400","430","0","0","0","0","U","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/20 PM hours. Shed 10 looker's right headwall. Wet loose triggered wet slab that propagated across this rock buttress. Debris stopped above rail.","Adam","2019-03-22 15:28:58","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"359","GRIZZLY","2019-03-20","16:00:00","clark_01","WS","5","NL","R1","D2.5","O","M","R","0","1770",,"1460","310","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/20 PM hours on looker's right headwall. Wet loose triggered slab. Assume debris piled up Grizzly Ck","Adam","2019-03-22 15:34:25","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"360","INFINITY","2019-03-20","16:00:00","clark_01","WL","5","NU","R2","D2","O","T","C","0","1770",,"1370","400","0","0","0","0","U","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/20 PM hours. Multiple point releases across the path. Debris stopped within 200 yards of rail.","Adam","2019-03-22 15:40:19","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"361","GOATLICK","2019-03-20","19:40:00","clark_01","WS","5","NL","R1","D2.5","O","T","L","0","2015",,"1400","615","0","0","0","0","MR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran 3/20 PM hours. Looker's left. Debris extent estimated.","Adam","2019-03-22 15:46:40","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"362","MSHLDS","2019-03-20","15:30:00","clark_01","WL","5","NU","R1","D2","O","T","C","0","2070",,"1700","370","0","0","0","0","BR","-","U","U","0","0.0","0.0","0","0.0","0.0","Ran 3/20 PM hours on SE face. Wet loose gouging to the ground.","Adam","2019-03-22 15:49:55","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"363","PATH1163","2019-03-21","14:00:00","clark_01","WL","5","NU","R2","D2.5","O","T","L","0","2130",,"1460","670","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran early afternoon 3/21 from looker's left headwall. Multiple point releases and maybe some narrow slabs? Debris stopped above rail.","Adam","2019-03-22 15:55:01","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"364","SHED10","2019-03-21","14:00:00","clark_01","WL","5","NU","R1","D2","O","T","R","0","1830",,"1430","400","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran early afternoon on 3/21 on looker's right face. Also another avalanche of same size in the next door gully","Adam","2019-03-22 15:58:31","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"365","SHED10","2019-03-21","14:00:00","clark_01","WL","5","NU","R2","D2.5","O","T","C","0","2070",,"1430","640","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran early afternoon on 3/21 in Feeder path. Debris stopped above rail.","Adam","2019-03-22 16:01:33","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"366","GRIZZLY","2019-03-21","14:00:00","clark_01","WL","5","NU","R1","D2","O","T","R","0","1900",,"1460","440","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","3 easternmost gullies on the looker's right headwall slid early afternoon on 3/21. Assume debris piled up down in Grizzly Ck.","Adam","2019-03-22 16:11:05","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"367","IBEAM","2019-03-21","19:00:00","clark_01","WL","5","NU","R1","D2","O","T","L","0","2225",,"1525","700","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple wet loose ran in the afternoon hours.","Adam","2019-03-22 16:15:21","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"368","SHED07W","2019-12-13","11:00:00","clark_01","SS","5","NC","R1","D1.5","S","T","C","0","2030",,"1900","130","40","25","12","19","U","TP","U","D","0","0.0","0.0","0","0.0","0.0","Observed from Shed 6/7 ridge. Slab dimensions and elevations are estimates. Debris terminated well above rail grade.","Adam","2019-12-17 13:21:16","139.51.15.19","Adam","2019-12-17 13:33:47","139.51.15.19"
"369","PATH1163","2019-12-20","14:34:00","clark_01","SS","5","NU","R2","D2","I","T","C","0","2150",,"1525","625","50","50","20","35","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Ran sometime mid-day Dec. 20, 2019. Debris ran 2/3rds path terminating above the rail.","Adam","2019-12-20 16:42:48","139.51.15.20","Adam","2019-12-20 16:46:49","139.51.15.20"
"370","BROKEN","2019-12-20","14:46:00","clark_01","HS","5","NC","R3","D3","O","T","C","0","2226",,"1830","396","200","200","75","138","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed from Hwy 2 and later (Dec 23) from Shed 11. Looks to be cornice triggered and failed on facets near the base of the pack. Maybe failed last night, Dec 19/20? Crown looks a little re-loaded with new snow.","Adam","2019-12-20 16:54:40","139.51.15.20","Adam","2019-12-23 23:47:00","184.166.43.50"
"371","TestSlope3","2020-01-01","11:30:00","clark_01","SS","2","AS","R3","D1.5","O","U","C","37","1720",,"1660","60","30","30","15","23","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","Intentionally triggered from above. Failed on near-surface facets on top of the Christmas crust that were newly buried by last night's storm. Debris terminated well above the rail.","Adam","2020-01-01 19:18:14","139.51.15.17","Adam","2020-01-01 20:22:18","139.51.15.19"
"372","SHED05","2020-01-01","13:00:00","clark_01","SS","5","NU","R2","D2","O","T","R","0","1770",,"1555","215","50","60","15","38","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Observed while skiing down along side of the Shed 5 Path. Debris looked very new. Suspect this also ran on near surface facets on top of the Christmas crust that was buried by 25-50 cm of snow over past 24 hours. Debris ran 1/2 path, terminating above the rail grade.","Adam","2020-01-01 19:23:21","139.51.15.17","Adam","2020-01-01 19:44:43","139.51.15.19"
"373","PATH1163","2020-01-07","10:00:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0",,"0","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Not many details known for this avalanche other than it appeared to be a D2 soft slab that ran earlier today  (AM Jan 7th). Associated debris ran 2/3rds path terminating above the rail grade.","Adam","2020-01-07 21:53:12","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"374","PATH1163","2020-01-08","15:22:00","clark_01","HS","5","N","R2","D2.5","O","T","L","0","2190",,"1465","725","100","150","25","88","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed on Jan 8th at 1130. Likely ran yesterday or last night. Appears that it ran on a deeper persistent weak layer with crown heights varying with wind-loading. Debris ran 2/3 path, terminating above the rail.","Adam","2020-01-08 17:26:55","139.51.15.17","Adam","2020-05-12 14:05:30","139.51.15.17"
"375","SHED07W","2020-01-08","15:26:00","clark_01","SS","5","N","R3","D2.5","O","T","C","0","1950",,"1524","426","150","100","30","65","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed on Jan 8th at around 1300. Likely ran yesterday or last night. Also speculating this ran on deeper persistent weak layer. Perhaps surface hoar from end of Dec. Debris ran 2/3 path terminating above the rail.
Returned on the 11th and took photo from above of looker's L part of crown.","Adam","2020-01-08 17:31:31","139.51.15.17","Adam","2020-01-11 22:41:09","139.51.15.17"
"376","SHED07W","2020-01-11","12:00:00","clark_01","SS","5","NU","R1","D1.5","I","T","C","0","2042",,"0","2042","1972","20","15","18","SZ","-","U","U","0","0.0","0.0","0","0.0","0.0",,"Adam","2020-01-11 22:42:58","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"377","SHED11","2020-01-12","21:30:00","clark_01","SS","5","NU","R3","D2","U","T","C","0","1875",,"1575","300","40","30","30","30","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Very faint signs of a previous avalanche in the gut of Shed 11 right below the weather station. Details provided are very rough estimates. But make out old chunks of slab and saw other clues like bent over trees, slight gulley in the track and debris on uphill side of trees. Think this thing ran Saturday night, 11th but really not sure. Visibility was very limited from the Canyon floor all weekend and this week. Debris terminated well above rail grade.","Adam","2020-01-15 15:32:39","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"378","SHED11","2020-01-12","21:30:00","clark_01","SS","5","NU","R1","D1.5","O","M","L","0","1830",,"1785","45","20","50","20","35","SZ","-","U","U","0","0.0","0.0","0","0.0","0.0","Small slope just off the SW ridge of Running Rabbit. Again thinking this ran Saturday night and was able to piece together size by looking at old debris piles below and piled up on uphill sides of trees. Was able to investigate a section of the crown that wasn't buried. Appeared failure layer was the New Year's buried NSF layer. Debris terminated well above rail grade.","Adam","2020-01-15 15:35:23","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"379","INFINITY","2020-01-13","13:36:00","clark_01","SS","5","NC","R1","D1.5","U","T","L","0","1890",,"1600","290","15","30","15","23","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed at 1100 on Jan 15th but believed this slid sometime Mon or Tue, 13th or 14th? Debris terminated well above rail grade.","Adam","2020-01-15 15:39:08","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"380","MCAMSER","2020-01-12","21:30:00","clark_01","HS","5","NC","R3","D3","O","T","L","0","2345",,"1980","365","150","150","50","100","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed from Hwy 2 on Jan 15th at 1100 but suspect it ran sometime on the 12th/13th. Looks like a possible cornice trigger and likely that it stepped down to some persistent weak layer. Debris ran at least to 6500 ft (estimated) until it disappears out bottom of photo.","Adam","2020-01-15 15:53:08","139.51.15.19","Adam","2020-01-17 17:51:14","139.51.15.19"
"381","PATH1163","2020-02-01","08:05:00","clark_01","SS","5","NU","R1","D2","O","T","U","0","2134",,"1524","610","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Ran sometime since yesterday afternoon. Thinking it was a wind slab. No crown visible due to additional loading. Debris terminated above rail.","Adam","2020-02-01 14:29:21","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"382","MCAMNF","2020-02-01","10:00:00","clark_01","HS","5","NU","R4","D3.5","O","T","C","0","2318",,"1585","733","365","200","100","150","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Could not view the full runout so vertical run is estimated. Large, deep persistent slab failed on the NE face of Cameahwait above the head of Essex Ck sometime this morning. Crown is visible from Essex and did not see it early this morning but noticed it today around 1300. Looks like it failed near the ground on the Nov facets. HS-R4-D3.5-O (photos)","Adam","2020-02-01 19:03:20","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"383","MCAMSER","2020-02-01","14:30:00","clark_01","SS","5","NU","R2","D2","I","M","R","0","2256",,"2134","122","100","50","20","35","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from Hwy 2 on 2/2. Crown partially filled in and suspect in ran the day before.","Adam","2020-02-05 16:40:55","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"384","INFINITY","2020-02-28","16:00:00","clark_01","WL","5","NU","U","D1.5","O","T","C","0","1830",,"1410","420","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Ran Friday 2/28 afternoon. Debris terminated above rail.","Adam","2020-03-03 16:56:04","139.51.15.19","Adam","2020-03-03 16:58:19","139.51.15.19"
"385","PATH1163","2020-02-28","16:00:00","clark_01","WL","5","NU","R1","D1.5","O","U","U","0","0",,"1370","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple D1-1.5 wet loose ran on Friday afternoon 2/28. Debris terminated above rail.","Adam","2020-03-03 16:58:02","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"386","UMBRELLA","2020-03-11","10:30:00","clark_01","WL","5","NU","R1","D1","I","M","C","0","1400","SE","1355","45","0","0","0","0","U","BP","U","W","1","7.0","0.7","0","0.0","0.0","Reported by a westbound train at 1145. Debris pile ranged from 0.2-1.0 m deep and was about 5 m wide (photo). ","Adam","2020-03-13 11:20:27","139.51.15.17","Adam","2020-05-31 23:26:20","184.166.43.50"
"387","AP1163H","2020-03-16","13:52:00","clark_01","WL","5","NU","R2","D1.5","I","T","C","0","1740",,"1400","340","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple WL ran on Mar 15 and 16, plus a couple more on 17 during warm afternoon hours. D1-D1.5. Debris terminated above the rail.","Adam","2020-03-18 15:55:06","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"388","AP1163H","2020-04-04","17:31:00","clark_01","WL","5","NU","R2","D1.5","S","T","C","0","1700",,"1400","300","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple WL all across the the headwall. Debris terminated above rail grade.","Adam","2020-04-04 19:33:29","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"389","SHED10","2020-04-04","17:33:00","clark_01","WL","5","NU","R1","D1.5","S","M","R","0","1700",,"1400","300","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple WL ran on the lower looker's right headwall (east wall, SW aspect). Debris terminated above the rail.","Adam","2020-04-04 19:36:40","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"390","SHED12","2020-04-06","14:54:00","clark_01","WL","5","NU","R1","D1.5","I","T","C","0","1325",,"1190","135","0","0","0","0","BR","-","U","M","0","0.0","0.0","0","0.0","0.0","Just reached top of Shed 12.","Adam","2020-04-09 16:57:22","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"391","PATH1163","2020-04-06","14:57:00","clark_01","WL","5","NU","R2","D1.5","I","T","C","0","2165",,"1400","765","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Debris terminated above rail","Adam","2020-04-09 16:59:20","170.49.113.19","Adam","2020-04-09 17:01:47","170.49.113.19"
"392","SHED11","2020-04-09","14:59:00","clark_01","WL","5","NU","R3","D2","I","M","C","0","1890",,"1400","490","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs Apr 9th but ran sometime in past 2 days. Debris terminated above rail.","Adam","2020-04-09 17:01:27","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"393","PATH1163","2020-04-09","15:01:00","clark_01","WL","5","NU","R2","D2","I","T","C","0","2165",,"1400","765","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs today but several different slides ran sometime in past 2 days. Debris terminated above rail.","Adam","2020-04-09 17:03:09","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"394","SHED10","2020-04-09","15:03:00","clark_01","WL","5","NU","R1","D2","I","T","C","0","2020",,"1400","620","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs Apr 9 but ran sometime in past 2 days. SZ and terminus elevations are estimated. Debris terminated above rail.","Adam","2020-04-09 17:05:46","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"395","GRIZZLY","2020-04-09","15:06:00","clark_01","WL","5","NU","R1","D1.5","I","T","L","0","1980",,"1675","305","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs Apr 9 but ran sometime in past 2 days. SZ and terminus elev. are estimates. Observed multiple WL in Grizzly today. Debris terminated above rail.","Adam","2020-04-09 17:08:27","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"396","INFINITY","2020-04-09","15:08:00","clark_01","WL","5","NU","R1","D1","I","T","C","0","1830",,"1525","305","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs Apr 9 but ran sometime in past 2 days. SZ and terminus elev. are estimates. Debris terminated above rail.","Adam","2020-04-09 17:10:44","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"397","LARRY","2020-04-23","16:30:00","clark_01","WL","5","N","U","D2","O","T","C","0","1800",,"1370","430","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs on 4/23 but likely ran a day or two earlier. Debris terminated about 200 feet above Hwy 2.","Adam","2020-05-01 14:08:40","139.51.15.20","Adam","2020-05-22 12:19:34","184.166.43.50"
"398","CURLY","2020-04-23","16:30:00","clark_01","WL","5","NU","U","D1.5","O","T","C","0","1800",,"1450","350","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Obs on 4/23 but likely ran a couple days earlier. Debris terminated about 200 feet above Hwy 2.","Adam","2020-05-01 14:08:56","139.51.15.20","Adam","2020-05-01 14:10:41","139.51.15.20"
"400","SHED11","2017-02-06","08:00:00","stein_01","SS","5","NU","U","U","U","T","C","37","1939",,"0","1939","0","0","0","0","U","-","U","D","0","0.0","0.0","0","0.0","0.0","Avalanche crown visible post storm cycle.  Debris buried by recent snowfall.  Crown not far below wx station. Terminus elevation unknown.","Ted","2020-05-14 12:02:47","64.91.61.64",NULL,"0000-00-00 00:00:00",NULL
"401","SHED07E","2014-03-06","01:40:00","stein_01","SS","1","AX","R2","D2","I","M","L","0","1773","N","1438","335","75","60","30","45","TK","-","U","M","0","0.0","0.0","0","0.0","0.0","This soft slab avalanche was triggered during emergency mitigation and consisted of only storm snow.  It was relatively small in comparison to previous natural avalanche activity that initiated in the Shed 7 West path.  ","Ted","2020-05-17 03:54:57","64.91.61.64","Ted","2020-06-29 11:56:31","64.91.61.64"
"402","PATH1163","2014-03-06","16:02:00","stein_01","SS","1","AX","R1","D1.5","S","T","C","0","2182",,"1948","234","30","30","30","30","TK","-","U","M","0","0.0","0.0","0","0.0","0.0","Ignition 1 of 2. Emergency mitigation mission.","Ted","2020-05-17 04:01:50","64.91.61.64","Ted","2020-05-22 12:39:30","64.91.61.64"
"419","BURNOUT","2017-02-06","00:33:00","clark_01","SS","5","NU","U","D2.5","U","U","U","0","0","N","0","0","0","0","0","0","BR","-","U","U","1","0.0","0.0","0","0.0","0.0","Dark hours avalanche. Debris covered both Mains and damaged slide fence. Size estimated at D2-2.5 given reports from RR.
",NULL,"2020-05-26 16:36:07","184.166.43.50","Ted","2020-06-29 10:25:11","64.91.61.64"
"404","PATH1163","2017-02-07","11:17:00","stein_01","SS","1","AX","R2","D2","S","T","C","0","2152",,"1697","455","30","45","30","38","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Shot 1.  Emergency Mitigation Mission Using Daisy Bell.","Ted","2020-05-18 11:01:46","64.91.61.64",NULL,"0000-00-00 00:00:00",NULL
"405","PATH1163","2017-02-07","11:20:00","stein_01","SS","1","AX","R2","D2","S","T","L","0","2152",,"1697","455","30","45","30","38","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Shot 2. Emergency Mitigation Mission.","Ted","2020-05-18 11:06:27","64.91.61.64","Ted","2020-05-22 10:50:10","64.91.61.64"
"406","PATH1163","2017-02-07","11:24:00","stein_01","SS","1","AX","R1","D1.5","S","T","R","0","2152",,"1697","455","20","30","30","30","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Shot 3. Path 1163.  Upper SZ. Emergency Mitigation Mission.","Ted","2020-05-18 11:12:37","64.91.61.64","Ted","2020-05-22 10:53:45","64.91.61.64"
"407","AP1163H","2017-02-07","11:26:00","stein_01","SS","1","AX","R1","D1.5","S","M","R","0","1758",,"1545","213","20","45","30","38","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Shot 4. Path 1163 Headwall.  Emergency Mitigation Operation.","Ted","2020-05-18 11:34:21","64.91.61.64","Ted","2020-05-22 10:52:08","64.91.61.64"
"408","AP1163H","2017-02-07","11:30:00","stein_01","SS","1","AX","R2","D2","S","M","R","0","1833",,"1455","378","40","60","30","45","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Shot 5. Path 1163 Headwall.  Emergency Mitigation Operation.","Ted","2020-05-18 11:41:01","64.91.61.64","Ted","2020-05-22 10:50:33","64.91.61.64"
"409","SHED09L","2017-02-07","12:21:00","stein_01","SS","1","AX","R1","D1.5","S","M","R","0","1697",,"1448","249","20","30","30","30","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Ignition 1 of 3.  Shed 9 headwall (Shed 9 Low).","Ted","2020-05-22 09:09:29","64.91.61.64","Ted","2020-05-22 11:02:51","64.91.61.64"
"410","SHED09L","2017-02-07","12:26:00","stein_01","SS","1","AX","R1","D1.5","S","M","C","0","1697",,"1448","249","20","30","30","30","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Ignition 2 of 3. Emergency Mitigation operation.","Ted","2020-05-22 09:12:13","64.91.61.64","Ted","2020-05-22 11:00:18","64.91.61.64"
"411","SHED09L","2017-02-07","12:30:00","stein_01","SS","1","AX","R1","D1.5","S","M","L","0","1697",,"1448","249","20","30","30","30","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Ignition 3 of 3 in  ""Shed 9 Low"".","Ted","2020-05-22 09:19:55","64.91.61.64","Ted","2020-05-22 11:00:55","64.91.61.64"
"412","JAKES","2017-02-07","12:35:00","stein_01","SS","1","AX","R2","D1.5","S","T","R","0","1527","N","1303","224","20","60","30","45","-","BP","U","D","1","20.0","0.5","0","0.0","0.0","Ignition 1 of 3. Debris terminated on grade and covered both Mains.","Ted","2020-05-22 09:23:17","64.91.61.64","Ted","2020-06-29 10:09:34","64.91.61.64"
"413","JAKES","2017-02-07","12:36:00","stein_01","SS","1","AX","R2","D1.5","S","T","C","0","1527","S","1303","224","20","60","30","45","-","BP","U","D","1","20.0","1.0","0","0.0","0.0","Ignition 2 of 3 in Jake's. Debris terminated on grade covering both Mains.","Ted","2020-05-22 09:26:36","64.91.61.64","Ted","2020-06-29 13:19:21","64.91.61.64"
"414","JAKES","2017-02-07","12:37:00","stein_01","SS","1","AX","R2","D1.5","S","T","L","0","1527","S","1303","224","20","30","30","30","-","BP","U","D","1","20.0","0.5","0","0.0","0.0","Ignition 3 of 3.  Terminated on grade. Debris covered both Mains.","Ted","2020-05-22 09:35:22","64.91.61.64","Ted","2020-06-29 13:18:48","64.91.61.64"
"415","UMBRELLA","2017-02-07","12:15:00","stein_01","SS","1","AX","R2","D1","S","T","C","0","1386","SE","1347","39","20","30","15","23","U","BP","U","D","1","20.0","1.0","0","0.0","0.0","Debris terminated on the grade covering Main 1.","Ted","2020-05-22 09:46:57","64.91.61.64","Ted","2020-06-29 13:31:53","64.91.61.64"
"416","BURNOUT","2017-02-07","12:07:00","stein_01","SS","1","AX","R1","D1","S","M","C","0","1515","N","1370","145","15","30","15","23","U","BP","U","D","1","30.0","0.5","0","0.0","0.0","Debris terminated on the grade covering Main 1.","Ted","2020-05-22 09:50:03","64.91.61.64","Ted","2020-06-29 10:12:12","64.91.61.64"
"418","PATH1163","2014-03-06","16:04:00","stein_01","SS","1","AX","R2","D2","S","T","L","0","2112",,"1667","445","30","45","30","38","TK","-","U","M","0","0.0","0.0","0","0.0","0.0","Ignition 2 of 2.","Ted","2020-05-22 12:34:37","64.91.61.64","Ted","2020-05-22 12:56:02","64.91.61.64"
"420","JAVAGA","2008-12-28","08:50:00","stein_01","SS","5","NU","U","D1.5","U","U","U","0","1280",,"1220","60","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","10 feet of debris piled on slide fence. 3 feet debris on Main 2.","Adam","2020-05-28 12:17:23","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"421","SHED07E","2007-12-10","11:10:00","stein_01","HS","5","NU","R1","D1.5","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Terminated upper 1/3 of path.
N-HS-R1-D1.5-O","Ted","2020-05-28 12:40:19","64.91.61.64","Ted","2020-05-28 12:49:55","64.91.61.64"
